trip_id,route_id,direction_id,start_time,start_date,schedule_relationship,train_id,is_assigned,direction,stop_sequence,stop_id,arrival_delay,arrival_uncertainty,departure_delay,departure_uncertainty,schedule_relationship_update,scheduled_track,actual_track,timestamp
129900_1..N,1,0,,20170811,0,/1 2139  SFT/242,True,1,0,114N,1,0,2,0,0,4,4,0
129900_1..N,1,0,,20170811,0,/1 2139  SFT/242,True,1,0,113N,0,0,0,0,0,4,,0
129900_1..N,1,0,,20170811,0,/1 2139  SFT/242,True,1,0,112N,0,0,0,0,0,4,,0
129900_1..N,1,0,,20170811,0,/1 2139  SFT/242,True,1,0,111N,0,0,0,0,0,4,,0
129900_1..N,1,0,,20170811,0,/1 2139  SFT/242,True,1,0,110N,0,0,0,0,0,4,,0
129900_1..N,1,0,,20170811,0,/1 2139  SFT/242,True,1,0,109N,0,0,0,0,0,4,,0
129900_1..N,1,0,,20170811,0,/1 2139  SFT/242,True,1,0,108N,0,0,0,0,0,4,,0
129900_1..N,1,0,,20170811,0,/1 2139  SFT/242,True,1,0,107N,0,0,0,0,0,4,,0
129900_1..N,1,0,,20170811,0,/1 2139  SFT/242,True,1,0,106N,0,0,0,0,0,4,,0
129900_1..N,1,0,,20170811,0,/1 2139  SFT/242,True,1,0,104N,3,0,4,0,0,4,,0
129900_1..N,1,0,,20170811,0,/1 2139  SFT/242,True,1,0,103N,0,0,0,0,0,4,,0
129900_1..N,1,0,,20170811,0,/1 2139  SFT/242,True,1,0,101N,16,0,2,0,0,4,,0
128250_1..S03R,1,0,,20170811,0,01 2122+ 242/SFT,True,3,0,142S,0,0,0,0,0,1,4,0
128550_1..N03R,1,0,,20170811,0,01 2125+ SFT/242,True,1,0,101N,0,0,0,0,0,4,4,0
128850_1..S03R,1,0,,20170811,0,01 2128+ 242/SFT,True,3,0,137S,0,0,0,0,0,1,,0
128850_1..S03R,1,0,,20170811,0,01 2128+ 242/SFT,True,3,0,138S,0,0,0,0,0,1,,0
128850_1..S03R,1,0,,20170811,0,01 2128+ 242/SFT,True,3,0,139S,0,0,0,0,0,1,,0
128850_1..S03R,1,0,,20170811,0,01 2128+ 242/SFT,True,3,0,142S,0,0,0,0,0,1,,0
129000_1..N03R,1,0,,20170811,0,01 2130  SFT/242,True,1,0,106N,0,0,0,0,0,4,4,0
129000_1..N03R,1,0,,20170811,0,01 2130  SFT/242,True,1,0,104N,0,0,0,0,0,4,,0
129000_1..N03R,1,0,,20170811,0,01 2130  SFT/242,True,1,0,103N,0,0,0,0,0,4,,0
129000_1..N03R,1,0,,20170811,0,01 2130  SFT/242,True,1,0,101N,0,0,0,0,0,4,,0
129450_1..S03R,1,0,,20170811,0,01 2134+ 242/SFT,True,3,0,132S,0,0,0,0,0,1,1,0
129450_1..S03R,1,0,,20170811,0,01 2134+ 242/SFT,True,3,0,133S,0,0,0,0,0,1,,0
129450_1..S03R,1,0,,20170811,0,01 2134+ 242/SFT,True,3,0,134S,0,0,0,0,0,1,,0
129450_1..S03R,1,0,,20170811,0,01 2134+ 242/SFT,True,3,0,135S,0,0,0,0,0,1,,0
129450_1..S03R,1,0,,20170811,0,01 2134+ 242/SFT,True,3,0,136S,0,0,0,0,0,1,,0
129450_1..S03R,1,0,,20170811,0,01 2134+ 242/SFT,True,3,0,137S,0,0,0,0,0,1,,0
129450_1..S03R,1,0,,20170811,0,01 2134+ 242/SFT,True,3,0,138S,0,0,0,0,0,1,,0
129450_1..S03R,1,0,,20170811,0,01 2134+ 242/SFT,True,3,0,139S,0,0,0,0,0,1,,0
129450_1..S03R,1,0,,20170811,0,01 2134+ 242/SFT,True,3,0,142S,0,0,0,0,0,1,,0
129450_1..N03R,1,0,,20170811,0,01 2134+ SFT/242,True,1,0,108N,0,0,0,0,0,4,4,0
129450_1..N03R,1,0,,20170811,0,01 2134+ SFT/242,True,1,0,107N,0,0,0,0,0,4,,0
129450_1..N03R,1,0,,20170811,0,01 2134+ SFT/242,True,1,0,106N,0,0,0,0,0,4,,0
129450_1..N03R,1,0,,20170811,0,01 2134+ SFT/242,True,1,0,104N,0,0,0,0,0,4,,0
129450_1..N03R,1,0,,20170811,0,01 2134+ SFT/242,True,1,0,103N,0,0,0,0,0,4,,0
129450_1..N03R,1,0,,20170811,0,01 2134+ SFT/242,True,1,0,101N,16,0,2,0,0,4,,0
130050_1..S03R,1,0,,20170811,0,01 2140+ 242/SFT,True,3,0,129S,0,0,0,0,0,1,1,0
130050_1..S03R,1,0,,20170811,0,01 2140+ 242/SFT,True,3,0,130S,0,0,0,0,0,1,,0
130050_1..S03R,1,0,,20170811,0,01 2140+ 242/SFT,True,3,0,131S,0,0,0,0,0,1,,0
130050_1..S03R,1,0,,20170811,0,01 2140+ 242/SFT,True,3,0,132S,0,0,0,0,0,1,,0
130050_1..S03R,1,0,,20170811,0,01 2140+ 242/SFT,True,3,0,133S,0,0,0,0,0,1,,0
130050_1..S03R,1,0,,20170811,0,01 2140+ 242/SFT,True,3,0,134S,0,0,0,0,0,1,,0
130050_1..S03R,1,0,,20170811,0,01 2140+ 242/SFT,True,3,0,135S,0,0,0,0,0,1,,0
130050_1..S03R,1,0,,20170811,0,01 2140+ 242/SFT,True,3,0,136S,0,0,0,0,0,1,,0
130050_1..S03R,1,0,,20170811,0,01 2140+ 242/SFT,True,3,0,137S,0,0,0,0,0,1,,0
130050_1..S03R,1,0,,20170811,0,01 2140+ 242/SFT,True,3,0,138S,0,0,0,0,0,1,,0
130050_1..S03R,1,0,,20170811,0,01 2140+ 242/SFT,True,3,0,139S,0,0,0,0,0,1,,0
130050_1..S03R,1,0,,20170811,0,01 2140+ 242/SFT,True,3,0,142S,0,0,0,0,0,1,,0
130400_1..N03R,1,0,,20170811,0,01 2144  SFT/242,True,1,0,115N,0,0,0,0,0,4,,0
130400_1..N03R,1,0,,20170811,0,01 2144  SFT/242,True,1,0,114N,10,0,10,0,0,4,,0
130400_1..N03R,1,0,,20170811,0,01 2144  SFT/242,True,1,0,113N,0,0,0,0,0,4,,0
130400_1..N03R,1,0,,20170811,0,01 2144  SFT/242,True,1,0,112N,0,0,0,0,0,4,,0
130400_1..N03R,1,0,,20170811,0,01 2144  SFT/242,True,1,0,111N,0,0,0,0,0,4,,0
130400_1..N03R,1,0,,20170811,0,01 2144  SFT/242,True,1,0,110N,0,0,0,0,0,4,,0
130400_1..N03R,1,0,,20170811,0,01 2144  SFT/242,True,1,0,109N,0,0,0,0,0,4,,0
130400_1..N03R,1,0,,20170811,0,01 2144  SFT/242,True,1,0,108N,0,0,0,0,0,4,,0
130400_1..N03R,1,0,,20170811,0,01 2144  SFT/242,True,1,0,107N,0,0,0,0,0,4,,0
130400_1..N03R,1,0,,20170811,0,01 2144  SFT/242,True,1,0,106N,0,0,0,0,0,4,,0
130400_1..N03R,1,0,,20170811,0,01 2144  SFT/242,True,1,0,104N,0,0,0,0,0,4,,0
130400_1..N03R,1,0,,20170811,0,01 2144  SFT/242,True,1,0,103N,0,0,0,0,0,4,,0
130400_1..N03R,1,0,,20170811,0,01 2144  SFT/242,True,1,0,101N,16,0,2,0,0,4,,0
130650_1..S03R,1,0,,20170811,0,01 2146+ 242/SFT,True,3,0,123S,0,0,0,0,0,1,1,0
130650_1..S03R,1,0,,20170811,0,01 2146+ 242/SFT,True,3,0,124S,0,0,0,0,0,1,,0
130650_1..S03R,1,0,,20170811,0,01 2146+ 242/SFT,True,3,0,125S,0,0,0,0,0,1,,0
130650_1..S03R,1,0,,20170811,0,01 2146+ 242/SFT,True,3,0,126S,0,0,0,0,0,1,,0
130650_1..S03R,1,0,,20170811,0,01 2146+ 242/SFT,True,3,0,127S,0,0,0,0,0,1,,0
130650_1..S03R,1,0,,20170811,0,01 2146+ 242/SFT,True,3,0,128S,0,0,0,0,0,1,,0
130650_1..S03R,1,0,,20170811,0,01 2146+ 242/SFT,True,3,0,129S,0,0,0,0,0,1,,0
130650_1..S03R,1,0,,20170811,0,01 2146+ 242/SFT,True,3,0,130S,0,0,0,0,0,1,,0
130650_1..S03R,1,0,,20170811,0,01 2146+ 242/SFT,True,3,0,131S,0,0,0,0,0,1,,0
130650_1..S03R,1,0,,20170811,0,01 2146+ 242/SFT,True,3,0,132S,0,0,0,0,0,1,,0
130650_1..S03R,1,0,,20170811,0,01 2146+ 242/SFT,True,3,0,133S,0,0,0,0,0,1,,0
130650_1..S03R,1,0,,20170811,0,01 2146+ 242/SFT,True,3,0,134S,0,0,0,0,0,1,,0
130650_1..S03R,1,0,,20170811,0,01 2146+ 242/SFT,True,3,0,135S,0,0,0,0,0,1,,0
130650_1..S03R,1,0,,20170811,0,01 2146+ 242/SFT,True,3,0,136S,0,0,0,0,0,1,,0
130650_1..S03R,1,0,,20170811,0,01 2146+ 242/SFT,True,3,0,137S,0,0,0,0,0,1,,0
130650_1..S03R,1,0,,20170811,0,01 2146+ 242/SFT,True,3,0,138S,0,0,0,0,0,1,,0
130650_1..S03R,1,0,,20170811,0,01 2146+ 242/SFT,True,3,0,139S,0,0,0,0,0,1,,0
130650_1..S03R,1,0,,20170811,0,01 2146+ 242/SFT,True,3,0,142S,0,0,0,0,0,1,,0
130900_1..N03R,1,0,,20170811,0,01 2149  SFT/242,True,1,0,118N,0,0,0,0,0,4,4,0
130900_1..N03R,1,0,,20170811,0,01 2149  SFT/242,True,1,0,117N,0,0,0,0,0,4,,0
130900_1..N03R,1,0,,20170811,0,01 2149  SFT/242,True,1,0,116N,0,0,0,0,0,4,,0
130900_1..N03R,1,0,,20170811,0,01 2149  SFT/242,True,1,0,115N,0,0,0,0,0,4,,0
130900_1..N03R,1,0,,20170811,0,01 2149  SFT/242,True,1,0,114N,50,0,5,0,0,4,,0
130900_1..N03R,1,0,,20170811,0,01 2149  SFT/242,True,1,0,113N,0,0,0,0,0,4,,0
130900_1..N03R,1,0,,20170811,0,01 2149  SFT/242,True,1,0,112N,0,0,0,0,0,4,,0
130900_1..N03R,1,0,,20170811,0,01 2149  SFT/242,True,1,0,111N,0,0,0,0,0,4,,0
130900_1..N03R,1,0,,20170811,0,01 2149  SFT/242,True,1,0,110N,0,0,0,0,0,4,,0
130900_1..N03R,1,0,,20170811,0,01 2149  SFT/242,True,1,0,109N,0,0,0,0,0,4,,0
130900_1..N03R,1,0,,20170811,0,01 2149  SFT/242,True,1,0,108N,0,0,0,0,0,4,,0
130900_1..N03R,1,0,,20170811,0,01 2149  SFT/242,True,1,0,107N,0,0,0,0,0,4,,0
130900_1..N03R,1,0,,20170811,0,01 2149  SFT/242,True,1,0,106N,0,0,0,0,0,4,,0
130900_1..N03R,1,0,,20170811,0,01 2149  SFT/242,True,1,0,104N,0,0,0,0,0,4,,0
130900_1..N03R,1,0,,20170811,0,01 2149  SFT/242,True,1,0,103N,0,0,0,0,0,4,,0
130900_1..N03R,1,0,,20170811,0,01 2149  SFT/242,True,1,0,101N,16,0,4,0,0,4,,0
131400_1..N03R,1,0,,20170811,0,01 2154  SFT/242,True,1,0,122N,0,0,0,0,0,4,4,0
131400_1..N03R,1,0,,20170811,0,01 2154  SFT/242,True,1,0,121N,0,0,0,0,0,4,,0
131400_1..N03R,1,0,,20170811,0,01 2154  SFT/242,True,1,0,120N,0,0,0,0,0,4,,0
131400_1..N03R,1,0,,20170811,0,01 2154  SFT/242,True,1,0,119N,0,0,0,0,0,4,,0
131400_1..N03R,1,0,,20170811,0,01 2154  SFT/242,True,1,0,118N,0,0,0,0,0,4,,0
131400_1..N03R,1,0,,20170811,0,01 2154  SFT/242,True,1,0,117N,0,0,0,0,0,4,,0
131400_1..N03R,1,0,,20170811,0,01 2154  SFT/242,True,1,0,116N,0,0,0,0,0,4,,0
131400_1..N03R,1,0,,20170811,0,01 2154  SFT/242,True,1,0,115N,0,0,0,0,0,4,,0
131400_1..N03R,1,0,,20170811,0,01 2154  SFT/242,True,1,0,114N,50,0,50,0,0,4,,0
131400_1..N03R,1,0,,20170811,0,01 2154  SFT/242,True,1,0,113N,0,0,0,0,0,4,,0
131400_1..N03R,1,0,,20170811,0,01 2154  SFT/242,True,1,0,112N,0,0,0,0,0,4,,0
131400_1..N03R,1,0,,20170811,0,01 2154  SFT/242,True,1,0,111N,0,0,0,0,0,4,,0
131400_1..N03R,1,0,,20170811,0,01 2154  SFT/242,True,1,0,110N,0,0,0,0,0,4,,0
131400_1..N03R,1,0,,20170811,0,01 2154  SFT/242,True,1,0,109N,0,0,0,0,0,4,,0
131400_1..N03R,1,0,,20170811,0,01 2154  SFT/242,True,1,0,108N,0,0,0,0,0,4,,0
131400_1..N03R,1,0,,20170811,0,01 2154  SFT/242,True,1,0,107N,0,0,0,0,0,4,,0
131400_1..N03R,1,0,,20170811,0,01 2154  SFT/242,True,1,0,106N,0,0,0,0,0,4,,0
131400_1..N03R,1,0,,20170811,0,01 2154  SFT/242,True,1,0,104N,0,0,0,0,0,4,,0
131400_1..N03R,1,0,,20170811,0,01 2154  SFT/242,True,1,0,103N,0,0,0,0,0,4,,0
131400_1..N03R,1,0,,20170811,0,01 2154  SFT/242,True,1,0,101N,0,0,0,0,0,4,,0
131450_1..S03R,1,0,,20170811,0,01 2154+ 242/SFT,True,3,0,120S,0,0,0,0,0,1,1,0
131450_1..S03R,1,0,,20170811,0,01 2154+ 242/SFT,True,3,0,121S,0,0,0,0,0,1,,0
131450_1..S03R,1,0,,20170811,0,01 2154+ 242/SFT,True,3,0,122S,0,0,0,0,0,1,,0
131450_1..S03R,1,0,,20170811,0,01 2154+ 242/SFT,True,3,0,123S,0,0,0,0,0,1,,0
131450_1..S03R,1,0,,20170811,0,01 2154+ 242/SFT,True,3,0,124S,0,0,0,0,0,1,,0
131450_1..S03R,1,0,,20170811,0,01 2154+ 242/SFT,True,3,0,125S,0,0,0,0,0,1,,0
131450_1..S03R,1,0,,20170811,0,01 2154+ 242/SFT,True,3,0,126S,0,0,0,0,0,1,,0
131450_1..S03R,1,0,,20170811,0,01 2154+ 242/SFT,True,3,0,127S,0,0,0,0,0,1,,0
131450_1..S03R,1,0,,20170811,0,01 2154+ 242/SFT,True,3,0,128S,0,0,0,0,0,1,,0
131450_1..S03R,1,0,,20170811,0,01 2154+ 242/SFT,True,3,0,129S,0,0,0,0,0,1,,0
131450_1..S03R,1,0,,20170811,0,01 2154+ 242/SFT,True,3,0,130S,0,0,0,0,0,1,,0
131450_1..S03R,1,0,,20170811,0,01 2154+ 242/SFT,True,3,0,131S,0,0,0,0,0,1,,0
131450_1..S03R,1,0,,20170811,0,01 2154+ 242/SFT,True,3,0,132S,0,0,0,0,0,1,,0
131450_1..S03R,1,0,,20170811,0,01 2154+ 242/SFT,True,3,0,133S,0,0,0,0,0,1,,0
131450_1..S03R,1,0,,20170811,0,01 2154+ 242/SFT,True,3,0,134S,0,0,0,0,0,1,,0
131450_1..S03R,1,0,,20170811,0,01 2154+ 242/SFT,True,3,0,135S,0,0,0,0,0,1,,0
131450_1..S03R,1,0,,20170811,0,01 2154+ 242/SFT,True,3,0,136S,0,0,0,0,0,1,,0
131450_1..S03R,1,0,,20170811,0,01 2154+ 242/SFT,True,3,0,137S,0,0,0,0,0,1,,0
131450_1..S03R,1,0,,20170811,0,01 2154+ 242/SFT,True,3,0,138S,0,0,0,0,0,1,,0
131450_1..S03R,1,0,,20170811,0,01 2154+ 242/SFT,True,3,0,139S,0,0,0,0,0,1,,0
131450_1..S03R,1,0,,20170811,0,01 2154+ 242/SFT,True,3,0,142S,0,0,0,0,0,1,,0
131900_1..N03R,1,0,,20170811,0,01 2159  SFT/242,True,1,0,124N,0,0,0,0,0,4,4,0
131900_1..N03R,1,0,,20170811,0,01 2159  SFT/242,True,1,0,123N,0,0,0,0,0,4,,0
131900_1..N03R,1,0,,20170811,0,01 2159  SFT/242,True,1,0,122N,0,0,0,0,0,4,,0
131900_1..N03R,1,0,,20170811,0,01 2159  SFT/242,True,1,0,121N,0,0,0,0,0,4,,0
131900_1..N03R,1,0,,20170811,0,01 2159  SFT/242,True,1,0,120N,0,0,0,0,0,4,,0
131900_1..N03R,1,0,,20170811,0,01 2159  SFT/242,True,1,0,119N,0,0,0,0,0,4,,0
131900_1..N03R,1,0,,20170811,0,01 2159  SFT/242,True,1,0,118N,0,0,0,0,0,4,,0
131900_1..N03R,1,0,,20170811,0,01 2159  SFT/242,True,1,0,117N,0,0,0,0,0,4,,0
131900_1..N03R,1,0,,20170811,0,01 2159  SFT/242,True,1,0,116N,0,0,0,0,0,4,,0
131900_1..N03R,1,0,,20170811,0,01 2159  SFT/242,True,1,0,115N,0,0,0,0,0,4,,0
131900_1..N03R,1,0,,20170811,0,01 2159  SFT/242,True,1,0,114N,0,0,0,0,0,4,,0
131900_1..N03R,1,0,,20170811,0,01 2159  SFT/242,True,1,0,113N,0,0,0,0,0,4,,0
131900_1..N03R,1,0,,20170811,0,01 2159  SFT/242,True,1,0,112N,0,0,0,0,0,4,,0
131900_1..N03R,1,0,,20170811,0,01 2159  SFT/242,True,1,0,111N,0,0,0,0,0,4,,0
131900_1..N03R,1,0,,20170811,0,01 2159  SFT/242,True,1,0,110N,0,0,0,0,0,4,,0
131900_1..N03R,1,0,,20170811,0,01 2159  SFT/242,True,1,0,109N,0,0,0,0,0,4,,0
131900_1..N03R,1,0,,20170811,0,01 2159  SFT/242,True,1,0,108N,0,0,0,0,0,4,,0
131900_1..N03R,1,0,,20170811,0,01 2159  SFT/242,True,1,0,107N,0,0,0,0,0,4,,0
131900_1..N03R,1,0,,20170811,0,01 2159  SFT/242,True,1,0,106N,0,0,0,0,0,4,,0
131900_1..N03R,1,0,,20170811,0,01 2159  SFT/242,True,1,0,104N,0,0,0,0,0,4,,0
131900_1..N03R,1,0,,20170811,0,01 2159  SFT/242,True,1,0,103N,0,0,0,0,0,4,,0
131900_1..N03R,1,0,,20170811,0,01 2159  SFT/242,True,1,0,101N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,127N,0,0,0,0,0,4,4,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,126N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,125N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,124N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,123N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,122N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,121N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,120N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,119N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,118N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,117N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,116N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,115N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,114N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,113N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,112N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,111N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,110N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,109N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,108N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,107N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,106N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,104N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,103N,0,0,0,0,0,4,,0
132400_1..N03R,1,0,,20170811,0,01 2204  SFT/242,True,1,0,101N,0,0,0,0,0,4,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,114S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,115S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,116S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,117S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,118S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,119S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,120S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,121S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,122S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,123S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,124S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,125S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,126S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,127S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,128S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,129S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,130S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,131S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,132S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,133S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,134S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,135S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,136S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,137S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,138S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,139S,0,0,0,0,0,1,,0
132450_1..S03R,1,0,,20170811,0,01 2204+ 242/SFT,True,3,0,142S,0,0,0,0,0,1,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,131N,0,0,0,0,0,4,4,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,130N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,129N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,128N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,127N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,126N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,125N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,124N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,123N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,122N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,121N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,120N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,119N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,118N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,117N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,116N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,115N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,114N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,113N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,112N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,111N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,110N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,109N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,108N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,107N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,106N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,104N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,103N,0,0,0,0,0,4,,0
132900_1..N03R,1,0,,20170811,0,01 2209  SFT/242,True,1,0,101N,0,0,0,0,0,4,,0
133400_1..N03R,1,0,,20170811,0,01 2214  SFT/242,True,1,0,134N,0,0,0,0,0,4,4,0
133400_1..N03R,1,0,,20170811,0,01 2214  SFT/242,True,1,0,133N,0,0,0,0,0,4,,0
133400_1..N03R,1,0,,20170811,0,01 2214  SFT/242,True,1,0,132N,0,0,0,0,0,4,,0
133400_1..N03R,1,0,,20170811,0,01 2214  SFT/242,True,1,0,131N,0,0,0,0,0,4,,0
133400_1..N03R,1,0,,20170811,0,01 2214  SFT/242,True,1,0,130N,0,0,0,0,0,4,,0
133400_1..N03R,1,0,,20170811,0,01 2214  SFT/242,True,1,0,129N,0,0,0,0,0,4,,0
133400_1..N03R,1,0,,20170811,0,01 2214  SFT/242,True,1,0,128N,0,0,0,0,0,4,,0
133400_1..N03R,1,0,,20170811,0,01 2214  SFT/242,True,1,0,127N,0,0,0,0,0,4,,0
