trip_id,route_id,direction_id,start_time,start_date,schedule_relationship,train_id,is_assigned,direction,stop_sequence,stop_id,arrival_delay,arrival_time,arrival_uncertainty,departure_delay,departure_time,departure_uncertainty,schedule_relationship_update,scheduled_track,actual_track,timestamp
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,131N,0,1503268001,0,0,1503268001,0,0,4,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,130N,0,1503268061,0,0,1503268061,0,0,4,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,129N,0,1503268121,0,0,1503268121,0,0,4,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,128N,0,1503268181,0,0,1503268181,0,0,4,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,127N,0,1503268301,0,0,1503268301,0,0,3,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,123N,0,1503268541,0,0,1503268541,0,0,3,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,120N,0,1503268721,0,0,1503268721,0,0,3,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,227N,0,1503268961,0,0,1503268961,0,0,3,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,226N,0,1503269021,0,0,1503269021,0,0,3,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,225N,0,1503269111,0,0,1503269111,0,0,3,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,224N,0,1503269201,0,0,1503269201,0,0,3,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,222N,0,1503269591,0,0,1503269591,0,0,3,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,221N,0,1503269711,0,0,1503269711,0,0,3,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,220N,0,1503269831,0,0,1503269831,0,0,3,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,219N,0,1503269921,0,0,1503269921,0,0,3,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,218N,0,1503269981,0,0,1503269981,0,0,3,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,217N,0,1503270041,0,0,1503270041,0,0,3,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,216N,0,1503270131,0,0,1503270131,0,0,3,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,215N,0,1503270251,0,0,1503270251,0,0,3,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,214N,0,1503270371,0,0,1503270371,0,0,3,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,213N,0,1503270461,0,0,1503270461,0,0,3,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,505N,0,1503270671,0,0,1503270671,0,0,2,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,504N,0,1503270731,0,0,1503270731,0,0,2,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,503N,0,1503270881,0,0,1503270881,0,0,2,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,502N,0,1503271031,0,0,1503271031,0,0,2,,0
109450_5..N16R,2,0,,20170820,0,02 1814+ SFT/DYR,True,1,0,501N,0,1503271181,0,0,0,0,0,2,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,501S,0,0,0,0,1503267780,0,0,1,2,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,502S,0,1503267900,0,0,1503267900,0,0,1,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,503S,0,1503268050,0,0,1503268050,0,0,1,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,504S,0,1503268200,0,0,1503268200,0,0,1,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,505S,0,1503268260,0,0,1503268260,0,0,1,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,213S,0,1503268440,0,0,1503268440,0,0,2,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,214S,0,1503268530,0,0,1503268530,0,0,2,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,215S,0,1503268650,0,0,1503268650,0,0,2,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,216S,0,1503268770,0,0,1503268770,0,0,2,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,217S,0,1503268860,0,0,1503268860,0,0,2,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,218S,0,1503268920,0,0,1503268920,0,0,2,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,219S,0,1503269010,0,0,1503269010,0,0,2,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,220S,0,1503269100,0,0,1503269100,0,0,2,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,221S,0,1503269220,0,0,1503269220,0,0,2,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,222S,0,1503269340,0,0,1503269340,0,0,2,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,224S,0,1503269520,0,0,1503269520,0,0,2,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,225S,0,1503269610,0,0,1503269610,0,0,2,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,226S,0,1503269700,0,0,1503269700,0,0,2,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,227S,0,1503269760,0,0,1503269760,0,0,2,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,120S,0,1503270000,0,0,1503270000,0,0,2,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,123S,0,1503270150,0,0,1503270150,0,0,2,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,127S,0,1503270390,0,0,1503270390,0,0,2,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,128S,0,1503270510,0,0,1503270510,0,0,1,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,129S,0,1503270570,0,0,1503270570,0,0,1,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,130S,0,1503270630,0,0,1503270630,0,0,1,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,131S,0,1503270690,0,0,1503270690,0,0,1,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,132S,0,1503270750,0,0,1503270750,0,0,1,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,133S,0,1503270840,0,0,1503270840,0,0,1,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,134S,0,1503270930,0,0,1503270930,0,0,1,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,135S,0,1503271020,0,0,1503271020,0,0,1,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,136S,0,1503271080,0,0,1503271080,0,0,1,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,137S,0,1503271170,0,0,1503271170,0,0,1,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,138S,0,1503271260,0,0,1503271260,0,0,1,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,139S,0,1503271350,0,0,1503271350,0,0,1,,0
110300_5..S16R,2,0,,20170820,0,02 1823  DYR/SFT,True,3,0,142S,0,1503271470,0,0,0,0,0,1,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,142N,0,0,0,0,1503267870,0,0,4,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,139N,0,1503268020,0,0,1503268020,0,0,4,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,138N,0,1503268080,0,0,1503268080,0,0,4,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,137N,0,1503268140,0,0,1503268140,0,0,4,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,136N,0,1503268230,0,0,1503268230,0,0,4,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,135N,0,1503268290,0,0,1503268290,0,0,4,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,134N,0,1503268380,0,0,1503268380,0,0,4,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,133N,0,1503268470,0,0,1503268470,0,0,4,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,132N,0,1503268560,0,0,1503268560,0,0,4,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,131N,0,1503268620,0,0,1503268620,0,0,4,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,130N,0,1503268680,0,0,1503268680,0,0,4,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,129N,0,1503268740,0,0,1503268740,0,0,4,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,128N,0,1503268800,0,0,1503268800,0,0,4,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,127N,0,1503268920,0,0,1503268920,0,0,3,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,123N,0,1503269160,0,0,1503269160,0,0,3,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,120N,0,1503269340,0,0,1503269340,0,0,3,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,227N,0,1503269580,0,0,1503269580,0,0,3,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,226N,0,1503269640,0,0,1503269640,0,0,3,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,225N,0,1503269730,0,0,1503269730,0,0,3,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,224N,0,1503269820,0,0,1503269820,0,0,3,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,222N,0,1503270000,0,0,1503270000,0,0,3,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,221N,0,1503270120,0,0,1503270120,0,0,3,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,220N,0,1503270240,0,0,1503270240,0,0,3,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,219N,0,1503270330,0,0,1503270330,0,0,3,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,218N,0,1503270390,0,0,1503270390,0,0,3,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,217N,0,1503270450,0,0,1503270450,0,0,3,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,216N,0,1503270540,0,0,1503270540,0,0,3,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,215N,0,1503270660,0,0,1503270660,0,0,3,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,214N,0,1503270780,0,0,1503270780,0,0,3,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,213N,0,1503270870,0,0,1503270870,0,0,3,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,505N,0,1503271080,0,0,1503271080,0,0,2,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,504N,0,1503271140,0,0,1503271140,0,0,2,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,503N,0,1503271290,0,0,1503271290,0,0,2,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,502N,0,1503271440,0,0,1503271530,0,0,2,,0
110450_5..N16R,2,0,,20170820,0,02 1824+ SFT/DYR,False,1,0,501N,0,1503271680,0,0,0,0,0,2,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,501S,0,0,0,0,1503268500,0,0,1,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,502S,0,1503268620,0,0,1503268620,0,0,1,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,503S,0,1503268770,0,0,1503268770,0,0,1,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,504S,0,1503268920,0,0,1503268920,0,0,1,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,505S,0,1503268980,0,0,1503268980,0,0,1,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,213S,0,1503269160,0,0,1503269160,0,0,2,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,214S,0,1503269250,0,0,1503269250,0,0,2,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,215S,0,1503269370,0,0,1503269370,0,0,2,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,216S,0,1503269490,0,0,1503269490,0,0,2,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,217S,0,1503269580,0,0,1503269580,0,0,2,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,218S,0,1503269640,0,0,1503269640,0,0,2,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,219S,0,1503269730,0,0,1503269730,0,0,2,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,220S,0,1503269820,0,0,1503269820,0,0,2,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,221S,0,1503269940,0,0,1503269940,0,0,2,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,222S,0,1503270060,0,0,1503270060,0,0,2,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,224S,0,1503270240,0,0,1503270240,0,0,2,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,225S,0,1503270330,0,0,1503270330,0,0,2,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,226S,0,1503270420,0,0,1503270420,0,0,2,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,227S,0,1503270480,0,0,1503270480,0,0,2,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,120S,0,1503270720,0,0,1503270720,0,0,2,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,123S,0,1503270870,0,0,1503270870,0,0,2,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,127S,0,1503271110,0,0,1503271110,0,0,2,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,128S,0,1503271230,0,0,1503271230,0,0,1,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,129S,0,1503271290,0,0,1503271290,0,0,1,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,130S,0,1503271350,0,0,1503271350,0,0,1,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,131S,0,1503271410,0,0,1503271410,0,0,1,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,132S,0,1503271470,0,0,1503271470,0,0,1,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,133S,0,1503271560,0,0,1503271560,0,0,1,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,134S,0,1503271650,0,0,1503271650,0,0,1,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,135S,0,1503271740,0,0,1503271740,0,0,1,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,136S,0,1503271800,0,0,1503271800,0,0,1,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,137S,0,1503271890,0,0,1503271950,0,0,1,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,138S,0,1503272040,0,0,1503272040,0,0,1,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,139S,0,1503272130,0,0,1503272130,0,0,1,,0
111500_5..S16R,2,0,,20170820,0,02 1835  DYR/SFT,False,3,0,142S,0,1503272250,0,0,0,0,0,1,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,142N,0,0,0,0,1503268650,0,0,4,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,139N,0,1503268800,0,0,1503268800,0,0,4,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,138N,0,1503268860,0,0,1503268860,0,0,4,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,137N,0,1503268920,0,0,1503268920,0,0,4,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,136N,0,1503269010,0,0,1503269010,0,0,4,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,135N,0,1503269070,0,0,1503269070,0,0,4,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,134N,0,1503269160,0,0,1503269160,0,0,4,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,133N,0,1503269250,0,0,1503269250,0,0,4,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,132N,0,1503269340,0,0,1503269340,0,0,4,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,131N,0,1503269400,0,0,1503269400,0,0,4,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,130N,0,1503269460,0,0,1503269460,0,0,4,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,129N,0,1503269520,0,0,1503269520,0,0,4,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,128N,0,1503269580,0,0,1503269580,0,0,4,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,127N,0,1503269700,0,0,1503269700,0,0,3,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,123N,0,1503269940,0,0,1503269940,0,0,3,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,120N,0,1503270120,0,0,1503270120,0,0,3,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,227N,0,1503270360,0,0,1503270360,0,0,3,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,226N,0,1503270420,0,0,1503270420,0,0,3,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,225N,0,1503270510,0,0,1503270510,0,0,3,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,224N,0,1503270600,0,0,1503270600,0,0,3,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,222N,0,1503270780,0,0,1503270780,0,0,3,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,221N,0,1503270900,0,0,1503270900,0,0,3,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,220N,0,1503271020,0,0,1503271020,0,0,3,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,219N,0,1503271110,0,0,1503271110,0,0,3,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,218N,0,1503271170,0,0,1503271170,0,0,3,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,217N,0,1503271230,0,0,1503271230,0,0,3,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,216N,0,1503271320,0,0,1503271320,0,0,3,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,215N,0,1503271440,0,0,1503271440,0,0,3,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,214N,0,1503271560,0,0,1503271560,0,0,3,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,213N,0,1503271650,0,0,1503271650,0,0,3,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,505N,0,1503271860,0,0,1503271860,0,0,2,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,504N,0,1503271920,0,0,1503271920,0,0,2,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,503N,0,1503272070,0,0,1503272070,0,0,2,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,502N,0,1503272220,0,0,1503272220,0,0,2,,0
111750_5..N16R,2,0,,20170820,0,02 1837+ SFT/DYR,False,1,0,501N,0,1503272370,0,0,0,0,0,2,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,501S,0,0,0,0,1503269220,0,0,1,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,502S,0,1503269340,0,0,1503269340,0,0,1,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,503S,0,1503269490,0,0,1503269490,0,0,1,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,504S,0,1503269640,0,0,1503269640,0,0,1,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,505S,0,1503269700,0,0,1503269700,0,0,1,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,213S,0,1503269880,0,0,1503269880,0,0,2,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,214S,0,1503269970,0,0,1503269970,0,0,2,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,215S,0,1503270090,0,0,1503270090,0,0,2,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,216S,0,1503270210,0,0,1503270210,0,0,2,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,217S,0,1503270300,0,0,1503270300,0,0,2,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,218S,0,1503270360,0,0,1503270360,0,0,2,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,219S,0,1503270450,0,0,1503270450,0,0,2,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,220S,0,1503270540,0,0,1503270540,0,0,2,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,221S,0,1503270660,0,0,1503270660,0,0,2,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,222S,0,1503270780,0,0,1503270780,0,0,2,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,224S,0,1503270960,0,0,1503270960,0,0,2,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,225S,0,1503271050,0,0,1503271050,0,0,2,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,226S,0,1503271140,0,0,1503271140,0,0,2,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,227S,0,1503271200,0,0,1503271200,0,0,2,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,120S,0,1503271440,0,0,1503271440,0,0,2,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,123S,0,1503271590,0,0,1503271590,0,0,2,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,127S,0,1503271830,0,0,1503271830,0,0,2,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,128S,0,1503271950,0,0,1503271950,0,0,1,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,129S,0,1503272010,0,0,1503272010,0,0,1,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,130S,0,1503272070,0,0,1503272070,0,0,1,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,131S,0,1503272130,0,0,1503272130,0,0,1,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,132S,0,1503272190,0,0,1503272190,0,0,1,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,133S,0,1503272280,0,0,1503272280,0,0,1,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,134S,0,1503272370,0,0,1503272370,0,0,1,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,135S,0,1503272460,0,0,1503272460,0,0,1,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,136S,0,1503272520,0,0,1503272520,0,0,1,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,137S,0,1503272610,0,0,1503272610,0,0,1,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,138S,0,1503272700,0,0,1503272700,0,0,1,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,139S,0,1503272790,0,0,1503272790,0,0,1,,0
112700_5..S16R,2,0,,20170820,0,02 1847  DYR/SFT,False,3,0,142S,0,1503272910,0,0,0,0,0,1,,0
112850_5..N16R,2,0,,20170820,0,02 1848+ SFT/DYR,False,1,0,142N,0,0,0,0,1503269310,0,0,4,,0
112850_5..N16R,2,0,,20170820,0,02 1848+ SFT/DYR,False,1,0,139N,0,1503269460,0,0,1503269460,0,0,4,,0
112850_5..N16R,2,0,,20170820,0,02 1848+ SFT/DYR,False,1,0,138N,0,1503269520,0,0,1503269520,0,0,4,,0
112850_5..N16R,2,0,,20170820,0,02 1848+ SFT/DYR,False,1,0,137N,0,1503269580,0,0,1503269580,0,0,4,,0
112850_5..N16R,2,0,,20170820,0,02 1848+ SFT/DYR,False,1,0,136N,0,1503269670,0,0,1503269670,0,0,4,,0
